cyma_customer_number,,cyma_code,agid,workorder_id,submitted_date,device_status,part_number,serial_number,date_received,assigned_to,repaired_by,date_repaired,hold_reason,protectionplan_id,repair_loc,billing_co,request_id,job,requester,request_datetime,request_status,item_number,return_reason,invoice_number
PHENIXCITYBOARD,,PJ1,2158079511215,158079,01/26/2022,received,REPAIR-DELL-CRM3100,bqjzb73,01/28/2022,bpearce,,,,,PA,PA,248607,287398,bpearce,03/23/2022,all parts on request used or returned,AG-3100T-TC00R,,
PHENIXCITYBOARD,,PJ1,2158079542307,158079,01/26/2022,received,REPAIR-DELL-CRM5190-EE,b75sft2 87003366,04/22/2022,bpearce,,,,,PA,PA,263781,303493,bpearce,04/26/2022,all parts on request used or returned,0D2DT,,
PHENIXCITYBOARD,,PJ1,2158079542308,158079,01/26/2022,received,REPAIR-DELL-CRM5190-EE,unreadable 87003195,04/22/2022,bpearce,,,,,PA,PA,263615,303484,bpearce,04/26/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
BEDFORDCSD,,JG1,2158204511839,158204,01/27/2022,received,REPAIR-LENOVO-300E,P202LUC9     P29YB8604004,02/01/2022,rsmith,,,,,PA,PA,252577,288838,rsmith,04/01/2022,requested parts received and scanned in by tech,5S58C07634,,
BEDFORDCSD,,JG1,2158204511839,158204,01/27/2022,received,REPAIR-LENOVO-300E,P202LUC9     P29YB8604004,02/01/2022,rsmith,,,,,PA,PA,253299,288838,rsmith,04/04/2022,all parts on request used or returned,5A50Y95951,,
LANCASTERCOUNTY,,SB8,2158351512427,158351,01/28/2022,received,REPAIR-LENOVO-100EG2M,P204S1GG,02/02/2022,cakelley,,,,,PA,PA,245212,287814,cakelley,03/15/2022,all parts on request used or returned,AG-100EG2MTK-HG00,,
LANCASTERCOUNTY,,SB8,2158351512427,158351,01/28/2022,received,REPAIR-LENOVO-100EG2M,P204S1GG,02/02/2022,cakelley,,,,,PA,PA,245213,287814,cakelley,03/15/2022,all parts on request used or returned,AG-100EG2MTK-PR00,,
LANCASTERCOUNTY,,SB8,2158351512427,158351,01/28/2022,received,REPAIR-LENOVO-100EG2M,P204S1GG,02/02/2022,cakelley,,,,,PA,PA,250950,287814,cakelley,03/29/2022,all parts on request used or returned,5B10W13945,,
HARTSELLECITY,,SB8,2158419512742,158419,01/31/2022,hold,REPAIR-LENOVO-300E,P204QRJX,02/02/2022,rsmith,,,Logicboard,,PA,PA,252589,290168,rsmith,04/01/2022,requested parts received and scanned in by tech,5D10U89043,,
HARTSELLECITY,,SB8,2158419512742,158419,01/31/2022,hold,REPAIR-LENOVO-300E,P204QRJX,02/02/2022,rsmith,,,Logicboard,,PA,PA,252590,290168,rsmith,04/01/2022,all parts on request used or returned,AG-N23YOGA-PR01R,,
HARTSELLECITY,,SB8,2158419512750,158419,01/31/2022,hold,REPAIR-LENOVO-300E,P2204QRJB,02/02/2022,rsmith,,,Parts,,PA,PA,255384,290166,rsmith,04/07/2022,all parts on request used or returned,5D10U89043,,
EUCLIDBOARDOFED,,PJ8,2158461513010,158461,01/31/2022,hold,REPAIR-LENOVO-300EG2A,P209KRL2,02/01/2022,rsmith,,,Logicboard,,PA,PA,254163,288892,rsmith,04/05/2022,requested parts received and scanned in by tech,5C50T70714-WITHOUTCABLES,,
SHSCHICAGO,,PJ1,2158497513122,158497,01/31/2022,received,REPAIR-LENOVO-500EG2,P2050BVH,02/08/2022,rsmith,,,,,PA,PA,258479,290204,rsmith,04/13/2022,all parts on request used or returned,AG-500EG2T-LC00,,
SHSCHICAGO,,PJ1,2158497513123,158497,01/31/2022,received,REPAIR-LENOVO-500EG2,P20911G4,02/08/2022,rsmith,,,,,PA,PA,247652,290200,rsmith,03/21/2022,all parts on request used or returned,5CB0T70888,,
SHSCHICAGO,,PJ1,2158497513124,158497,01/31/2022,hold,REPAIR-LENOVO-500EG2,P209118M,02/08/2022,rsmith,,,Parts,,PA,PA,250886,290201,rsmith,03/29/2022,all parts on request used or returned,5H50T45066,,
SHSCHICAGO,,PJ1,2158497513124,158497,01/31/2022,hold,REPAIR-LENOVO-500EG2,P209118M,02/08/2022,rsmith,,,Parts,,PA,PA,250887,290201,rsmith,03/29/2022,all parts on request used or returned,AG-500EG2T-LB00,,
PRIORLAKESAVAGE,,AB1,2158599513405,158599,02/01/2022,hold,REPAIR-HP-14-G5,5CD9388LBS,02/08/2022,dcolligan,,,Logicboard,,PA,PA,247472,290062,dcolligan,03/21/2022,requested parts received and scanned in by tech,AG-11G6EE-CM00R,,
PRIORLAKESAVAGE,,AB1,2158599513405,158599,02/01/2022,hold,REPAIR-HP-14-G5,5CD9388LBS,02/08/2022,dcolligan,,,Logicboard,,PA,PA,253845,290062,dcolligan,04/05/2022,requested parts received and scanned in by tech,AG-14G5-CB00,,
STJOSEPHCATHSCH,,DF8,2158685513813,158685,02/02/2022,received,REPAIR-LENOVO-300EG2A,pf2n76qm,02/08/2022,rsmith,,,,,PA,PA,247705,290202,rsmith,03/22/2022,all parts on request used or returned,AG-300EG2TAST-LC00R,,
STJOSEPHCATHSCH,,DF8,2158685513815,158685,02/02/2022,hold,REPAIR-LENOVO-500EG2,P205Y408,02/08/2022,rsmith,,,Parts,,PA,PA,247703,290185,rsmith,03/22/2022,all parts on request used or returned,AG-300EG2TAST-HG00,,
PHENIXCITYBOARD,,PJ1,2158745514117,158745,02/02/2022,received,REPAIR-DELL-CRM3100,18VQ7Y2,02/07/2022,cakelley,,,,,PA,PA,241643,285028,cakelley,03/07/2022,all parts on request used or returned,AG-3100-CM00,,
GRANDISLANDCSD,,AB1,2158768514296,158768,02/02/2022,received,REPAIR-DELL-CRM3100,JJSY6Y2,02/08/2022,bpearce,,,,,PA,PA,247526,289985,bpearce,03/21/2022,all parts on request used or returned,AG-31002IN1-BC00R,,
GRANDISLANDCSD,,AB1,2158768514296,158768,02/02/2022,received,REPAIR-DELL-CRM3100,JJSY6Y2,02/08/2022,bpearce,,,,,PA,PA,247527,289985,bpearce,03/21/2022,all parts on request used or returned,AG-31002IN1-HG00,,
RADNOR,,PJ1,2158800514478,158800,02/03/2022,received,REPAIR-DELL-CRM3100,12YW4Y2,02/07/2022,dcolligan,,,,,PA,PA,250247,289401,dcolligan,03/28/2022,requested parts received and scanned in by tech,AG-3100-BC00,,
SHSCHICAGO,,PJ1,2158881514790,158881,02/04/2022,hold,REPAIR-LENOVO-500EG2,P2050BUW,02/09/2022,mfoster,,,Logicboard,,PA,PA,251265,293214,mfoster,03/30/2022,requested parts received and scanned in by tech,AG-500EG2T-CL00R,,
SHSCHICAGO,,PJ1,2158881514790,158881,02/04/2022,hold,REPAIR-LENOVO-500EG2,P2050BUW,02/09/2022,mfoster,,,Logicboard,,PA,PA,258084,293214,mfoster,04/12/2022,requested parts received and scanned in by tech,5C50T70714-WITHOUTCABLES,,
SHSCHICAGO,,PJ1,2158881514791,158881,02/04/2022,received,REPAIR-LENOVO-500EG2,P2091266,02/09/2022,mfoster,,,,,PA,PA,249640,291795,mfoster,03/25/2022,all parts on request used or returned,AG-500EG2T-PR00R,,
UBREAKIFIXSARA,,NB1,2159061515332,159061,02/07/2022,hold,REPAIR-MBA-11-2012-A1465,c2ql90eqf56c,02/09/2022,dmelton,,,Logicboard,,PA,PA,237581,278385,dmelton,02/23/2022,requested parts received and scanned in by tech,A1406,,
UBREAKIFIXSARA,,NB1,2159061515332,159061,02/07/2022,hold,REPAIR-MBA-11-2012-A1465,c2ql90eqf56c,02/09/2022,dmelton,,,Logicboard,,PA,PA,237582,278385,dmelton,02/23/2022,requested parts received and scanned in by tech,923-0119,,
UBREAKIFIXSARA,,NB1,2159061515332,159061,02/07/2022,hold,REPAIR-MBA-11-2012-A1465,c2ql90eqf56c,02/09/2022,dmelton,,,Logicboard,,PA,PA,237583,278385,dmelton,02/23/2022,requested parts received and scanned in by tech,923-0118,,
UBREAKIFIXSARA,,NB1,2159061515332,159061,02/07/2022,hold,REPAIR-MBA-11-2012-A1465,c2ql90eqf56c,02/09/2022,dmelton,,,Logicboard,,PA,PA,237584,278385,dmelton,02/23/2022,requested parts received and scanned in by tech,661-6629,,
UBREAKIFIXSARA,,NB1,2159061515332,159061,02/07/2022,hold,REPAIR-MBA-11-2012-A1465,c2ql90eqf56c,02/09/2022,dmelton,,,Logicboard,,PA,PA,237585,278385,dmelton,02/23/2022,requested parts received and scanned in by tech,MBA-A1370-TP-11-12,,
UBREAKIFIXSARA,,NB1,2159061515332,159061,02/07/2022,hold,REPAIR-MBA-11-2012-A1465,c2ql90eqf56c,02/09/2022,dmelton,,,Logicboard,,PA,PA,237586,278385,dmelton,02/23/2022,requested parts received and scanned in by tech,923-0011,,
HARBORCREEKSD,,PJ1,2159108515455,159108,02/08/2022,received,REPAIR-HP-11G7EE,5CD9360C2N,02/10/2022,bpearce,,,,,PA,PA,251740,293612,bpearce,03/30/2022,requested parts received and scanned in by tech,L52553-001,,
CECILCPS,,AB1,2159116515495,159116,02/08/2022,received,REPAIR-DELL-CRM3100,612LJ93,02/14/2022,kdimatteo,,,,,PA,PA,258990,299624,thidalgo,04/14/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
SCHUYLKILLVSD,,NB8,2159120515512,159120,02/08/2022,hold,REPAIR-HP-11AG8EE,5CD0260YZ4,02/11/2022,rsmith,,,Logicboard,,PA,PA,253572,293556,rsmith,04/04/2022,all parts on request used or returned,AG-11G8EE-CL00R,,
SCHUYLKILLVSD,,NB8,2159120515528,159120,02/08/2022,received,REPAIR-HP-11-G6-EE,5CD8173885,02/11/2022,rsmith,,,,,PA,PA,253602,293531,rsmith,04/04/2022,all parts on request used or returned,AG-11G6EE-BT00R,,
SCHUYLKILLVSD,,NB8,2159120515538,159120,02/08/2022,hold,REPAIR-HP-11G8EE,5CD106LXV5,02/11/2022,rsmith,,,Parts,,PA,PA,253606,293563,rsmith,04/04/2022,all parts on request used or returned,AG-11G8EE-HC00,,
SCHUYLKILLVSD,,NB8,2159120515538,159120,02/08/2022,hold,REPAIR-HP-11G8EE,5CD106LXV5,02/11/2022,rsmith,,,Parts,,PA,PA,253685,293563,rsmith,04/04/2022,all parts on request used or returned,AG-11G8EE-CL00R,,
CECILCPS,,AB1,2159124515566,159124,02/08/2022,received,REPAIR-DELL-CRM3180,8VDGQN2,02/14/2022,kdimatteo,,,,,PA,PA,258622,291054,thidalgo,04/13/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
MAYFIELDCITY,,SS1,2159242515990,159242,02/09/2022,hold,REPAIR-HP-11G8EE,5CD0153PZP,02/14/2022,mfoster,,,Logicboard,,PA,PA,234946,279610,tliburd,02/16/2022,requested parts received and scanned in by tech,AG-11G8EE-CL00R,,
MAYFIELDCITY,,SS1,2159242515990,159242,02/09/2022,hold,REPAIR-HP-11G8EE,5CD0153PZP,02/14/2022,mfoster,,,Logicboard,,PA,PA,243002,279610,mfoster,03/09/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
MAYFIELDCITY,,SS1,2159242515990,159242,02/09/2022,hold,REPAIR-HP-11G8EE,5CD0153PZP,02/14/2022,mfoster,,,Logicboard,,PA,PA,243004,279610,mfoster,03/09/2022,requested parts received and scanned in by tech,L89771-001,,
LANCASTERCOUNTY,,SB8,2159272516087,159272,02/09/2022,received,REPAIR-LENOVO-100EG2M,P204RYLQ,02/14/2022,bpearce,,,,,PA,PA,251697,293561,bpearce,03/30/2022,requested parts received and scanned in by tech,AG-100EG2MTK-PR00,,
WHITEPINESD,,SB1,2159284516110,159284,02/09/2022,received,REPAIR-HP-11AG8EE,5CD030409Z,02/18/2022,ffagaly,,,,,PA,PA,258616,290513,thidalgo,04/13/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
WHITEPINESD,,SB1,2159284516110,159284,02/09/2022,received,REPAIR-HP-11AG8EE,5CD030409Z,02/18/2022,ffagaly,,,,,PA,PA,261882,290513,kdimatteo,04/21/2022,all parts on request used or returned,AG-11AG8EE-LB00R,,
NEWBURGH,,AB1,2159301516212,159301,02/09/2022,hold,REPAIR-DELL-CRM3189,789qrn2,02/14/2022,rsmith,,,Parts,,PA,PA,254872,295730,rsmith,04/06/2022,all parts on request used or returned,AG-3189-LC00,,
NEWBURGH,,AB1,2159301516212,159301,02/09/2022,hold,REPAIR-DELL-CRM3189,789qrn2,02/14/2022,rsmith,,,Parts,,PA,PA,254874,295730,rsmith,04/06/2022,all parts on request used or returned,AG-3189-KB00,,
NEWBURGH,,AB1,2159301516214,159301,02/09/2022,hold,REPAIR-DELL-CRM3189,f0cmwf2,02/14/2022,rsmith,,,Parts,,PA,PA,254866,295733,rsmith,04/06/2022,all parts on request used or returned,AG-3189-PR00,,
NEWBURGH,,AB1,2159301516214,159301,02/09/2022,hold,REPAIR-DELL-CRM3189,f0cmwf2,02/14/2022,rsmith,,,Parts,,PA,PA,254867,295733,rsmith,04/06/2022,all parts on request used or returned,AG-3189-KB00,,
NEWBURGH,,AB1,2159301516215,159301,02/09/2022,received,REPAIR-DELL-CRM3189,6q91sn2,02/14/2022,rsmith,,,,,PA,PA,255762,295689,rsmith,04/07/2022,all parts on request used or returned,AG-3189-KB00,,
NEWBURGH,,AB1,2159301516215,159301,02/09/2022,received,REPAIR-DELL-CRM3189,6q91sn2,02/14/2022,rsmith,,,,,PA,PA,263663,295689,rsmith,04/26/2022,all parts on request used or returned,0YFYX,,
NEWBURGH,,AB1,2159311516302,159311,02/09/2022,received,REPAIR-DELL-CRM3189,fklr4q2,02/14/2022,dcolligan,,,,,PA,PA,254643,296030,dcolligan,04/06/2022,all parts on request used or returned,AG-3189-KB00,,
HARTSELLECITY,,SB8,2159350516488,159350,02/10/2022,hold,REPAIR-LENOVO-300E,P2045HBE,02/14/2022,dcolligan,,,Logicboard,,PA,PA,252048,293980,dcolligan,03/31/2022,requested parts received and scanned in by tech,AG-N23YOGA-PR01R,,
HARTSELLECITY,,SB8,2159350516489,159350,02/10/2022,hold,REPAIR-LENOVO-300E,P2045H6F,02/14/2022,rsmith,,,Parts,,PA,PA,252287,294120,rsmith,03/31/2022,all parts on request used or returned,5A50Y95951,,
HARTSELLECITY,,SB8,2159350516489,159350,02/10/2022,hold,REPAIR-LENOVO-300E,P2045H6F,02/14/2022,rsmith,,,Parts,,PA,PA,252288,294120,rsmith,03/31/2022,all parts on request used or returned,AG-N23YOGA-PR01R,,
HARTSELLECITY,,SB8,2159350516505,159350,02/10/2022,received,REPAIR-DELL-CB1C13,JM4LY22,02/14/2022,cakelley,,,,,PA,PA,252555,294208,cakelley,04/01/2022,requested parts received and scanned in by tech,AG-CB1C13-PR00R,,
HARTSELLECITY,,SB8,2159350516516,159350,02/10/2022,received,REPAIR-DELL-CRM3180,DZZ5VR2,02/14/2022,thidalgo,,,,,PA,PA,257206,291063,thidalgo,04/11/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
HARTSELLECITY,,SB8,2159350516529,159350,02/10/2022,received,REPAIR-LENOVO-N22,LR05XP28,02/14/2022,cakelley,,,,,PA,PA,252547,294232,cakelley,04/01/2022,all parts on request used or returned,AG-N22-PR00R,,
HARTSELLECITY,,SB8,2159350516529,159350,02/10/2022,received,REPAIR-LENOVO-N22,LR05XP28,02/14/2022,cakelley,,,,,PA,PA,258218,294232,cakelley,04/13/2022,all parts on request used or returned,AG-N22-BC00R,,
HARTSELLECITY,,SB8,2159350516531,159350,02/10/2022,received,REPAIR-LENOVO-N23,LR08FFFA,02/14/2022,rsmith,,,,,PA,PA,259094,293945,rsmith,04/14/2022,all parts on request used or returned,5B30N00700,,
CAMBRIAHEIGHTS,,DF1,2159473517326,159473,02/11/2022,received,REPAIR-IPAD7,F9FCV03AMF3N,03/30/2022,kmay,kmay,,,,PA,PA,265486,304627,kmay,04/29/2022,all parts on request used or returned,AIPA702-HC,,
MAYFIELDCITY,,SS1,2159481517350,159481,02/11/2022,hold,REPAIR-HP-11-G6-EE,5CD90402FH,02/18/2022,kdimatteo,,,Waiting for Approval,,PA,PA,244739,287721,kdimatteo,03/14/2022,requested parts received and scanned in by tech,L14921-001,,
MAYFIELDCITY,,SS1,2159481517350,159481,02/11/2022,hold,REPAIR-HP-11-G6-EE,5CD90402FH,02/18/2022,kdimatteo,,,Waiting for Approval,,PA,PA,244740,287721,kdimatteo,03/14/2022,requested parts received and scanned in by tech,AG-11G6EE-CM00R,,
MAYFIELDCITY,,SS1,2159481517350,159481,02/11/2022,hold,REPAIR-HP-11-G6-EE,5CD90402FH,02/18/2022,kdimatteo,,,Waiting for Approval,,PA,PA,246532,287721,kdimatteo,03/18/2022,requested parts received and scanned in by tech,DD00G1CM022,,
EUCLIDBOARDOFED,,PJ8,2159521517587,159521,02/11/2022,received,REPAIR-LENOVO-300EG2A,P209M25C,02/15/2022,bpearce,,,,,PA,PA,251688,293532,bpearce,03/30/2022,all parts on request used or returned,AG-300EG2TAST-PR00,,
EUCLIDBOARDOFED,,PJ8,2159521517587,159521,02/11/2022,received,REPAIR-LENOVO-300EG2A,P209M25C,02/15/2022,bpearce,,,,,PA,PA,251689,293532,bpearce,03/30/2022,all parts on request used or returned,AG-500EG2T-LB00,,
EUCLIDBOARDOFED,,PJ8,2159521517587,159521,02/11/2022,received,REPAIR-LENOVO-300EG2A,P209M25C,02/15/2022,bpearce,,,,,PA,PA,251690,293532,bpearce,03/30/2022,all parts on request used or returned,5CB0T70713,,
MCKINNEYISD,,AB1,2159527517616,159527,02/11/2022,received,REPAIR-MBA-13-2017-A1466,FVHYKG4QJ1WK,03/01/2022,dmelton,dmelton,,,,PA,PA,244581,285414,dmelton,03/14/2022,all parts on request used or returned,A1496,,
DECATURCOUNTY,,NB1,2159555517729,159555,02/14/2022,hold,REPAIR-LENOVO-300EG2M,P204N45R,02/17/2022,kdimatteo,,,Parts,2304,PA,PA,245096,281752,kdimatteo,03/15/2022,requested parts received and scanned in by tech,5CB0T95165,,
DECATURCOUNTY,,NB1,2159555517729,159555,02/14/2022,hold,REPAIR-LENOVO-300EG2M,P204N45R,02/17/2022,kdimatteo,,,Parts,2304,PA,PA,245097,281752,kdimatteo,03/15/2022,requested parts received and scanned in by tech,AG-100EG2MTK-BT00,,
PHENIXCITYBOARD,,PJ1,2159573517838,159573,02/14/2022,hold,REPAIR-DELL-CRM3100,4BJ0C73,02/17/2022,thidalgo,,,Waiting for Approval,,PA,PA,263659,299640,thidalgo,04/26/2022,requested parts received and scanned in by tech,51KD7,,
PHENIXCITYBOARD,,PJ1,2159573517846,159573,02/14/2022,hold,REPAIR-DELL-CRM3100,5R806Y2,02/17/2022,rsmith,,,Logicboard,,PA,PA,254054,295224,rsmith,04/05/2022,all parts on request used or returned,AG-3100T-CM00,,
CLEVELANDMETROS,,AB1,2159610518023,159610,02/14/2022,hold,REPAIR-IPAD7,F9FD809NMDG1,02/16/2022,mlavender,,,Waiting for Approval,1903,PA,PA,235664,280161,mlavender,02/18/2022,requested parts received and scanned in by tech,AIPA701-HC,,
#EASTPENN,,DF8,2159630518100,159630,02/15/2022,received,REPAIR-MBA-13-2020-A2337,FVFFP3YGQ6L3,02/17/2022,dmelton,,,,,PA,PA,246030,283300,dmelton,03/17/2022,requested parts received and scanned in by tech,A2337-KB-SG,,
#EASTPENN,,DF8,2159630518100,159630,02/15/2022,received,REPAIR-MBA-13-2020-A2337,FVFFP3YGQ6L3,02/17/2022,dmelton,,,,,PA,PA,246031,283300,dmelton,03/17/2022,requested parts received and scanned in by tech,A2337-TP,,
HARTSELLECITY,,SB8,2159733518792,159733,02/16/2022,received,REPAIR-LENOVO-300E,P2045H0E,02/25/2022,dcolligan,,,,,PA,PA,255207,296564,dcolligan,04/07/2022,all parts on request used or returned,AG-300EG1T-CM00,,
HARTSELLECITY,,SB8,2159733518792,159733,02/16/2022,received,REPAIR-LENOVO-300E,P2045H0E,02/25/2022,dcolligan,,,,,PA,PA,255208,296564,dcolligan,04/07/2022,all parts on request used or returned,AG-N23YOGA-AB00,,
ELPASOISD,,AB1,2159742518828,159742,02/16/2022,received,REPAIR-MBA-11-2015-A1465,C02TP4SAGFWM,02/28/2022,jdemichelis,,,,,PA,PA,250103,284634,jdemichelis,03/28/2022,requested parts received and scanned in by tech,923-0429,,
ELPASOISD,,AB1,2159742518828,159742,02/16/2022,received,REPAIR-MBA-11-2015-A1465,C02TP4SAGFWM,02/28/2022,jdemichelis,,,,,PA,PA,250104,284634,jdemichelis,03/28/2022,requested parts received and scanned in by tech,923-0432,,
ELPASOISD,,AB1,2159742518828,159742,02/16/2022,received,REPAIR-MBA-11-2015-A1465,C02TP4SAGFWM,02/28/2022,jdemichelis,,,,,PA,PA,250105,284634,jdemichelis,03/28/2022,requested parts received and scanned in by tech,923-0430,,
ELPASOISD,,AB1,2159742518828,159742,02/16/2022,received,REPAIR-MBA-11-2015-A1465,C02TP4SAGFWM,02/28/2022,jdemichelis,,,,,PA,PA,250106,284634,jdemichelis,03/28/2022,requested parts received and scanned in by tech,923-0431,,
ELPASOISD,,AB1,2159742518828,159742,02/16/2022,received,REPAIR-MBA-11-2015-A1465,C02TP4SAGFWM,02/28/2022,jdemichelis,,,,,PA,PA,249056,284634,mstevens,03/24/2022,all parts on request used or returned,A1465-LVDS-CABLE,,
ELPASOISD,,AB1,2159742518828,159742,02/16/2022,received,REPAIR-MBA-11-2015-A1465,C02TP4SAGFWM,02/28/2022,jdemichelis,,,,,PA,PA,249057,284634,mstevens,03/24/2022,all parts on request used or returned,MBA-A1465-WIFI-2013,,
ELPASOISD,,AB1,2159742518828,159742,02/16/2022,received,REPAIR-MBA-11-2015-A1465,C02TP4SAGFWM,02/28/2022,jdemichelis,,,,,PA,PA,249067,284634,mstevens,03/24/2022,all parts on request used or returned,B116XW05V.001-W,,
ROBESON,,PJ1,2159775519008,159775,02/16/2022,hold,REPAIR-LENOVO-100EG2,PF2QWW55,02/21/2022,ffagaly,,,Logicboard,,PA,PA,238025,282267,ffagaly,02/24/2022,requested parts received and scanned in by tech,5C50T81842-WITHOUTCABLES,,
ROBESON,,PJ1,2159775519010,159775,02/16/2022,hold,REPAIR-LENOVO-100EG2,PF2QB53W,02/21/2022,ffagaly,,,Parts,,PA,PA,238224,282306,ffagaly,02/25/2022,requested parts received and scanned in by tech,5C10U26496,,
ROBESON,,PJ1,2159775519010,159775,02/16/2022,hold,REPAIR-LENOVO-100EG2,PF2QB53W,02/21/2022,ffagaly,,,Parts,,PA,PA,238225,282306,ffagaly,02/25/2022,requested parts received and scanned in by tech,5C50T81842-WITHOUTCABLES,,
ROBESON,,PJ1,2159775519010,159775,02/16/2022,hold,REPAIR-LENOVO-100EG2,PF2QB53W,02/21/2022,ffagaly,,,Parts,,PA,PA,238226,282306,ffagaly,02/25/2022,requested parts received and scanned in by tech,5CB0T79741,,
JERSEYSHOREAREA,,PJ1,2159778519043,159778,02/16/2022,received,REPAIR-IPAD6,GG8YQTMMJF8J,02/18/2022,tkeyser,,,,,PA,PA,254950,296238,tkeyser,04/06/2022,requested parts received and scanned in by tech,IPA6-LCD,,
JERSEYSHOREAREA,,PJ1,2159778519043,159778,02/16/2022,received,REPAIR-IPAD6,GG8YQTMMJF8J,02/18/2022,tkeyser,,,,,PA,PA,255105,296238,tkeyser,04/07/2022,requested parts received and scanned in by tech,IPA6-LCD,,
JERSEYSHOREAREA,,PJ1,2159778519043,159778,02/16/2022,received,REPAIR-IPAD6,GG8YQTMMJF8J,02/18/2022,tkeyser,,,,,PA,PA,260203,296238,tkeyser,04/19/2022,requested parts received and scanned in by tech,MIPA601-HC,,
JERSEYSHOREAREA,,PJ1,2159778519043,159778,02/16/2022,received,REPAIR-IPAD6,GG8YQTMMJF8J,02/18/2022,tkeyser,,,,,PA,PA,254882,296238,tkeyser,04/06/2022,all parts on request used or returned,MIPA601-HC,,
JERSEYSHOREAREA,,PJ1,2159778519057,159778,02/16/2022,hold,REPAIR-IPAD6,GQ8YK8D9JF8J,02/18/2022,tkeyser,,,Response,,PA,PA,254709,296081,tkeyser,04/06/2022,requested parts received and scanned in by tech,IPA601-HC,,
JERSEYSHOREAREA,,PJ1,2159778519061,159778,02/16/2022,received,REPAIR-IPAD6,GQ8YK62YJF8J,02/18/2022,tkeyser,tkeyser,,,,PA,PA,255219,296567,tkeyser,04/07/2022,all parts on request used or returned,MIPA601-HC,,
JERSEYSHOREAREA,,PJ1,2159778519062,159778,02/16/2022,received,REPAIR-IPAD7,GG7D30MUMF3N,02/18/2022,tkeyser,,,,,PA,PA,254218,295716,tkeyser,04/05/2022,requested parts received and scanned in by tech,IPA702-HC,,
MAYFIELDCITY,,SS1,2159846519465,159846,02/17/2022,hold,REPAIR-HP-11G8EE,5CD0150S0Z,02/24/2022,rsmith,,,Parts,,PA,PA,256340,288038,rsmith,04/08/2022,all parts on request used or returned,AG-11AG8EE-HC00,,
FRANKLINREG,,PJ1,2159869519556,159869,02/17/2022,hold,REPAIR-HP-11G8EE,5CD105j7kj,03/21/2022,rsmith,,,Parts,,PA,PA,252723,293481,rsmith,04/01/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
ROBESON,,PJ1,2159872519595,159872,02/17/2022,received,REPAIR-LENOVO-14E,MP1RSN1J,02/21/2022,bgreenawalt,,,,,PA,PA,254846,296135,bgreenawalt,04/06/2022,requested parts received and scanned in by tech,AG-14E-CL00R,,
ROBESON,,PJ1,2159872519596,159872,02/17/2022,received,REPAIR-LENOVO-14E,MP1RSHAV,02/21/2022,bgreenawalt,,,,,PA,PA,254837,296106,bgreenawalt,04/06/2022,requested parts received and scanned in by tech,AG-14E-CL00R,,
ROBESON,,PJ1,2159875519608,159875,02/17/2022,hold,REPAIR-LENOVO-100EG2,PF2Q80Y0,02/21/2022,hweltz,,,Logicboard,,PA,PA,258200,282798,hweltz,04/13/2022,requested parts received and scanned in by tech,5C50T81842-WITHOUTCABLES,,
ROBESON,,PJ1,2159875519608,159875,02/17/2022,hold,REPAIR-LENOVO-100EG2,PF2Q80Y0,02/21/2022,hweltz,,,Logicboard,,PA,PA,258596,282798,hweltz,04/13/2022,requested parts received and scanned in by tech,AG-500EG2T-BT00,,
